house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bangalore,942.0,2,2,0,Furnished,21.0,20000.0
3 BHK House for Rent in Kodipalya Bangalore,Kodipalya,Bangalore,1500.0,3,3,0,Semi-Furnished,50.0,75000.0
"3 BHK Villa for Rent in Laxmi Sagar Layout, Mahadevapura Bangalore",Laxmi Sagar Layout,Bangalore,2024.0,3,3,3,Semi-Furnished,40.0,80000.0
2 BHK House for Rent in Kasavanahalli Bangalore,Kasavanahalli,Bangalore,750.0,2,1,0,Semi-Furnished,27.0,20000.0
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,2350.0,4,3,3,Unfurnished,66.0,160000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,885.0,2,2,0,Semi-Furnished,49.0,43000.0
"2 BHK Flat for Rent in Vimanapura, Airport Road, Bangalore",Vimanapura,Bangalore,1000.0,2,2,0,Semi-Furnished,17.0,17000.0
"2 BHK Flat for Rent in Naganathapura Rayasandra, Bangalore",Naganathapura,Bangalore,900.0,2,2,0,Semi-Furnished,17.0,15000.0
2 BHK House for Rent in Anjanapura Bangalore,AnjanaPura,Bangalore,350.0,2,2,2,Semi-Furnished,29.0,10000.0
"3 BHK Flat for Rent in Devasthanagalu, Varthur, Bangalore",Devasthanagalu,Bangalore,1656.0,3,3,2,Semi-Furnished,33.0,54000.0
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,4637.0,4,5,2,Semi-Furnished,65.0,300000.0
2 BHK House for Rent in Jeevanahalli Cox Town Bangalore,Jivanahalli,Bangalore,900.0,2,1,0,Semi-Furnished,20.0,18000.0
2 BHK House for Rent in Kengeri Satellite Town Bangalore,Kengeri Satellite Town,Bangalore,500.0,2,2,0,Unfurnished,16.0,8000.0
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bangalore,830.0,2,2,0,Semi-Furnished,18.0,15000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1750.0,3,3,3,Furnished,31.0,55000.0
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bangalore,690.0,2,2,0,Semi-Furnished,32.0,22000.0
"3 BHK Flat for Rent in Benson Town, Bangalore",Benson Town,Bangalore,1600.0,3,3,3,Semi-Furnished,36.0,58000.0
8 BHK House for Rent in Hoskote Bangalore,Hoskote,Bangalore,4500.0,8,8,0,Semi-Furnished,19.0,85000.0
"3 BHK Flat for Rent in Bellary Road, Bangalore",Bellary Road,Bangalore,1350.0,3,2,2,Semi-Furnished,21.0,28000.0
"2 BHK Flat for Rent in Manyata Tech Park Road, Bangalore",Manyata Tech Park Road,Bangalore,1050.0,2,2,0,Semi-Furnished,21.0,22000.0
"2 BHK Flat for Rent in Begur Road, Bangalore",Begur Road,Bangalore,900.0,2,2,0,Unfurnished,47.0,42000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,900.0,3,2,0,Semi-Furnished,28.0,25000.0
"2 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,900.0,2,2,0,Unfurnished,26.0,23000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1740.0,4,4,2,Semi-Furnished,57.0,100000.0
"3 BHK Flat for Rent in Mysore Road, Bangalore",Mysore Road,Bangalore,1425.0,3,2,2,Semi-Furnished,26.0,37000.0
"2 BHK Flat for Rent in Phase 1 Electronics City, Bangalore",Electronics City Phase 1,Bangalore,1002.0,2,2,2,Unfurnished,26.0,26000.0
"3 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,1000.0,3,3,0,Semi-Furnished,16.0,16000.0
1 BHK House for Rent in Murgesh Pallya Bangalore,Murugeshpalya,Bangalore,600.0,1,1,0,Unfurnished,20.0,12000.0
1 BHK House for Rent in CV Raman Nagar Bangalore,C V Raman Nagar,Bangalore,600.0,1,1,0,Furnished,16.0,9500.0
"2 BHK Flat for Rent in AK Colony Domlur, Bangalore",AK Colony Domlur,Bangalore,1400.0,2,2,3,Furnished,64.0,90000.0
"3 BHK Flat for Rent in Brigade Metropolis, Mahadevapura, Bangalore",Brigade Metropolis,Bangalore,1700.0,3,3,2,Semi-Furnished,38.0,65000.0
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bangalore,950.0,2,2,2,Semi-Furnished,21.0,20000.0
1 BHK House for Rent in Koramangala Bangalore,Koramangala,Bangalore,500.0,1,1,0,Semi-Furnished,28.0,14000.0
"3 BHK House for Rent in Mathikere Extension, Mathikere Bangalore",Mathikere Extension,Bangalore,2200.0,3,2,0,Semi-Furnished,16.0,36000.0
"3 BHK Flat for Rent in Peace Layout, Kacharakanahalli, Bangalore",Peace layout,Bangalore,1600.0,3,3,4,Semi-Furnished,20.0,32000.0
4 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bangalore,2400.0,4,4,0,Semi-Furnished,83.0,200000.0
"1 BHK Flat for Rent in Kaggadasapura, Indira nagar, Bangalore",Kaggadasapura,Bangalore,500.0,1,1,0,Semi-Furnished,36.0,18000.0
2 BHK House for Rent in Sector 5th HSR Layout Bangalore,Sector 5 HSR Layout,Bangalore,1100.0,2,2,2,Semi-Furnished,33.0,36000.0
3 BHK House for Rent in Kadugodi Bangalore,Kadugodi,Bangalore,900.0,3,2,0,Unfurnished,20.0,18000.0
"3 BHK Flat for Rent in Murgesh Pallya, Bangalore",Murugeshpalya,Bangalore,1382.0,3,3,0,Furnished,35.0,48000.0
"1 BHK House for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bangalore,550.0,1,1,0,Semi-Furnished,18.0,10000.0
2 BHK House for Rent in Sultanpalya Bangalore,Sultanpalya,Bangalore,784.0,2,1,0,Semi-Furnished,23.0,18000.0
"3 BHK Flat for Rent in Gubbalala, Subramanyapura, Bangalore",Gubbalala,Bangalore,1390.0,3,3,2,Semi-Furnished,29.0,40000.0
"3 BHK Flat for Rent in Thirumenahalli, Bangalore",Thirumenahalli,Bangalore,1429.0,3,3,2,Unfurnished,21.0,30000.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,674.0,2,2,0,Semi-Furnished,71.0,48000.0
5 BHK House for Rent in Jayanagar Bangalore,Jayanagar,Bangalore,5100.0,5,6,0,Furnished,49.0,250000.0
"2 BHK Flat for Rent in Jalahalli, Jalahalli, Outer Ring Road, Bangalore",Jalahalli,Bangalore,1407.0,2,2,0,Semi-Furnished,24.0,34000.0
"3 BHK Flat for Rent in Dollar Scheme, Bangalore",Dollar Scheme,Bangalore,1750.0,3,3,2,Furnished,25.0,43000.0
"4 BHK Flat for Rent in Richmond Town, Richmond Town, Bangalore",Richmond Town,Bangalore,3800.0,4,5,3,Furnished,105.0,400000.0
"1 BHK Flat for Rent in Nallurhalli, Whitefield, Borewell Road, Bangalore",Nallurhalli,Bangalore,550.0,1,1,0,Semi-Furnished,37.0,20500.0
"1 BHK House for Rent in Kalidasa Layout, Banashankari Bangalore",Kalidasa Layout,Bangalore,350.0,1,1,0,Unfurnished,19.0,6500.0
1 BHK House for Rent in Valepura Bangalore,Valepura,Bangalore,1000.0,1,1,0,Semi-Furnished,10.0,10000.0
"2 BHK Flat for Rent in Gottigere, Bangalore",Gottigere,Bangalore,1100.0,2,2,0,Semi-Furnished,15.0,16000.0
"4 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,2105.0,4,4,0,Semi-Furnished,40.0,85000.0
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1300.0,3,3,2,Semi-Furnished,38.0,50000.0
"2 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bangalore,800.0,2,2,0,Furnished,38.0,30000.0
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,4440.0,4,4,0,Semi-Furnished,68.0,300000.0
2 BHK House for Rent in Marathahalli Bangalore,Marathahalli,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
2 BHK House for Rent in Hsr Layout Bangalore,HSR Layout,Bangalore,1500.0,2,1,0,Semi-Furnished,29.0,43000.0
"2 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,1100.0,2,2,0,Semi-Furnished,41.0,45000.0
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1950.0,3,3,0,Semi-Furnished,64.0,130000.0
"2 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,1370.0,2,2,0,Semi-Furnished,29.0,40000.0
4 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,4390.0,4,4,2,Semi-Furnished,34.0,150000.0
"3 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bangalore,1350.0,3,3,2,Semi-Furnished,28.0,38000.0
2 BHK House for Rent in Varanasi Bangalore,Varanasi,Bangalore,1000.0,2,2,0,Furnished,22.0,22000.0
"1 BHK House for Rent in Marenahalli - Vijaynagar, West Of Chord Road Bangalore",Marenahalli - Vijaynagar,Bangalore,600.0,1,1,0,Unfurnished,13.0,7500.0
"3 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,Bangalore,2600.0,3,3,3,Semi-Furnished,25.0,65000.0
"3 BHK Flat for Rent in Naidu Layout Electronic City, Bangalore",Naidu Layout Electronic City,Bangalore,1195.0,3,3,2,Semi-Furnished,46.0,55000.0
2 BHK House for Rent in Medahalli Bangalore,MedaHalli,Bangalore,900.0,2,2,2,Unfurnished,20.0,18000.0
"3 BHK Flat for Rent in Jayanagar Housing Society Layout, Bangalore",Jayanagar Housing Society Layout,Bangalore,1300.0,3,3,0,Furnished,29.0,38000.0
4 BHK Villa for Rent in Hsr Layout Bangalore,HSR Layout,Bangalore,3600.0,4,5,3,Furnished,44.0,160000.0
"1 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,500.0,1,1,0,Semi-Furnished,36.0,18000.0
"2 BHK Flat for Rent in Block 3rd Jayanagar East, Bangalore",Block 3rd Jayanagar East,Bangalore,1000.0,2,2,0,Semi-Furnished,42.0,42000.0
"3 BHK Flat for Rent in Sindhi Colony, Frazer Town, Bangalore",Sindhi Colony,Bangalore,2415.0,3,3,4,Semi-Furnished,97.0,240000.0
4 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bangalore,3600.0,4,4,3,Semi-Furnished,32.0,120000.0
3 BHK House for Rent in Bidarahalli Bangalore,Bidarahalli,Bangalore,1100.0,3,2,3,Semi-Furnished,35.0,38000.0
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,1780.0,3,3,3,Semi-Furnished,25.0,45000.0
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,500.0,1,1,0,Semi-Furnished,28.0,14000.0
"3 BHK Flat for Rent in Byrathi, Bangalore",Byrathi,Bangalore,1640.0,3,2,0,Semi-Furnished,23.0,38000.0
"2 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,1233.0,2,2,2,Semi-Furnished,41.0,50000.0
"1 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bangalore,400.0,1,1,0,Semi-Furnished,35.0,14000.0
"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,800.0,2,2,0,Furnished,48.0,38000.0
"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,1000.0,2,2,0,Semi-Furnished,30.0,30000.0
"4 BHK Flat for Rent in Balaji Layout Cooke Town, Bangalore",Balaji Layout Cooke Town,Bangalore,2500.0,4,4,2,Semi-Furnished,60.0,150000.0
"3 BHK Flat for Rent in Doddanekundi Main Road, Bangalore",Doddanekundi Main Road,Bangalore,2300.0,3,3,2,Semi-Furnished,43.0,100000.0
"2 BHK Flat for Rent in Dasarahalli, Bangalore",Dasarahalli,Bangalore,900.0,2,2,0,Semi-Furnished,38.0,34000.0
"2 BHK Flat for Rent in Ms Ramaiah City Layout, Arakere, Bangalore",MS Ramaiah City Layout,Bangalore,850.0,2,2,0,Semi-Furnished,21.0,18000.0
"2 BHK Flat for Rent in Attur Layout, Yelahanka New Town, Bangalore",Attur Layout,Bangalore,800.0,2,2,0,Semi-Furnished,21.0,16500.0
"2 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,999.0,2,2,0,Semi-Furnished,35.0,35000.0
"2 BHK Flat for Rent in Stage 2nd Rajajinagar, Bangalore",Rajajinagar Stage 2,Bangalore,800.0,2,2,0,Semi-Furnished,35.0,28000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1757.0,3,3,0,Furnished,23.0,40000.0
3 BHK Villa for Rent in Electronic City Bangalore,Electronic City,Bangalore,3200.0,3,4,0,Furnished,25.0,80000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,3000.0,4,4,3,Furnished,40.0,120000.0
2 BHK House for Rent in Sector 4 HSR Layout Bangalore,Sector 4 HSR Layout,Bangalore,1050.0,2,2,0,Unfurnished,36.0,38000.0
2 BHK House for Rent in Sri Sai Layout Bangalore,Sri Sai Layout,Bangalore,720.0,2,2,0,Semi-Furnished,21.0,15000.0
"1 BHK Flat for Rent in Someshwara Layout Doddakannelli, Bangalore",Someshwara Layout,Bangalore,650.0,1,1,0,Furnished,35.0,23000.0
"2 BHK Flat for Rent in Bikasipura, kanakapura Road, Bangalore",Bikasipura,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
4 BHK House for Rent in D Group Layout Bangalore,D Group Layout,Bangalore,3500.0,4,4,5,Semi-Furnished,17.0,60000.0
2 BHK Villa for Rent in Phase 2 Electronic City Bangalore,Electronic City Phase 2,Bangalore,600.0,2,1,0,Semi-Furnished,25.0,15000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1130.0,2,2,0,Semi-Furnished,31.0,35000.0
"2 BHK Flat for Rent in Gm Palya, CV Raman Nagar, Bangalore",GM Palya,Bangalore,1000.0,2,1,0,Unfurnished,25.0,25000.0
"3 BHK Flat for Rent in Indiranagar, Bangalore",Indira Nagar,Bangalore,2200.0,3,3,2,Semi-Furnished,61.0,140000.0
"3 BHK Flat for Rent in Rajajinagar, Bangalore",Rajaji Nagar,Bangalore,1400.0,3,3,3,Semi-Furnished,39.0,54000.0
"2 BHK Flat for Rent in Begur, Bangalore",Begur,Bangalore,905.0,2,2,2,Semi-Furnished,46.0,42000.0
"3 BHK Flat for Rent in Vigneshwara Layout Hoysala Nagar, Bangalore",Vigneshwara Layout Hoysala Nagar,Bangalore,1000.0,3,2,0,Semi-Furnished,28.0,28000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,505.0,1,1,0,Semi-Furnished,38.0,19000.0
"3 BHK Flat for Rent in Vijayanagar, Bangalore",Vijayanagar,Bangalore,1600.0,3,3,0,Semi-Furnished,22.0,35000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1250.0,2,2,0,Unfurnished,23.0,29000.0
2 BHK House for Rent in Bhavani Nagar Shakti Farm Bangalore,Bhavani Nagar Shakti Farm,Bangalore,1100.0,2,2,0,Unfurnished,14.0,15000.0
2 BHK House for Rent in Stage 2nd Rajajinagar Bangalore,Rajajinagar Stage 2,Bangalore,1200.0,2,2,0,Unfurnished,23.0,27000.0
"2 BHK Flat for Rent in Konena Agrahara Murgesh Pallya, Bangalore",Konena Agrahara Murgesh Pallya,Bangalore,950.0,2,2,0,Semi-Furnished,45.0,43000.0
"2 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bangalore,1050.0,2,2,0,Unfurnished,40.0,41836.0
5 BHK House for Rent in Hebbal Kempapura Bangalore,Hebbal Kempapura,Bangalore,4300.0,5,5,0,Furnished,35.0,150000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1650.0,3,3,2,Semi-Furnished,21.0,35000.0
2 BHK House for Rent in HMT Layout Vidyaranyapura Bangalore,HMT Layout Vidyaranyapura,Bangalore,900.0,2,1,0,Semi-Furnished,30.0,27000.0
2 BHK House for Rent in Kadugodi Bangalore,Kadugodi,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bangalore,550.0,1,1,0,Semi-Furnished,49.0,27000.0
"3 BHK Flat for Rent in CQAL Layout, Bangalore",CQAL Layout,Bangalore,1246.0,3,3,3,Semi-Furnished,32.0,40000.0
2 BHK House for Rent in Chandapura Bangalore,Chandapura,Bangalore,800.0,2,2,0,Semi-Furnished,18.0,14000.0
"2 BHK Flat for Rent in Choodasandra, Bangalore",Choodasandra,Bangalore,1200.0,2,2,2,Semi-Furnished,29.0,35000.0
"3 BHK Flat for Rent in Haralur, Bangalore",Haralur,Bangalore,1690.0,3,3,0,Semi-Furnished,38.0,65000.0
1 BHK House for Rent in Hbr Layout Bangalore,HBR Layout,Bangalore,600.0,1,1,0,Semi-Furnished,20.0,12000.0
3 BHK House for Rent in Sanjayanagara Bangalore,Sanjayanagara,Bangalore,1240.0,3,3,0,Semi-Furnished,48.0,60000.0
1 BHK House for Rent in Banashankari Bangalore,Banashankari,Bangalore,528.0,1,1,0,Unfurnished,17.0,8800.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,3743.0,4,5,3,Furnished,39.0,150000.0
"1 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bangalore,525.0,1,1,0,Semi-Furnished,30.0,15500.0
"2 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1200.0,2,2,0,Semi-Furnished,17.0,20000.0
"3 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,783.0,3,2,0,Furnished,31.0,24000.0
2 BHK House for Rent in Manganahalli Bangalore,ManganaHalli,Bangalore,624.0,2,1,0,Semi-Furnished,23.0,14500.0
1 BHK House for Rent in Neelasandra Bangalore,Neelasandra,Bangalore,600.0,1,1,0,Semi-Furnished,13.0,8000.0
"1 BHK Flat for Rent in Channasandra Main Road, Bangalore",Channasandra Main Road,Bangalore,430.0,1,1,0,Semi-Furnished,23.0,10000.0
"4 BHK Flat for Rent in Maruthi Nagar Dasarahalli, Bangalore",Maruthi Nagar Dasarahalli,Bangalore,2160.0,4,4,0,Furnished,35.0,75000.0
"1 BHK Flat for Rent in Kundalahalli Colony, Brookefield, Bangalore",Kundalahalli Colony,Bangalore,800.0,1,1,0,Unfurnished,26.0,21000.0
"2 BHK Flat for Rent in Gottigere, Bangalore",Gottigere,Bangalore,1000.0,2,1,2,Furnished,45.0,45000.0
"1 BHK Flat for Rent in Srirampura, Bangalore",Srirampuram,Bangalore,400.0,1,1,0,Semi-Furnished,32.0,13000.0
"2 BHK Flat for Rent in Richmond Town, Richmond Town, Bangalore",Richmond Town,Bangalore,1100.0,2,2,2,Semi-Furnished,55.0,60000.0
"2 BHK Flat for Rent in Gummanahalli, Bangalore",Gummanahalli,Bangalore,977.0,2,2,0,Semi-Furnished,27.0,26000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1200.0,2,2,2,Semi-Furnished,28.0,33000.0
"3 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,1470.0,3,3,0,Furnished,29.0,42000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1400.0,2,2,0,Furnished,29.0,40000.0
"3 BHK Flat for Rent in Anjanapura, Bangalore",AnjanaPura,Bangalore,1246.0,3,2,3,Semi-Furnished,24.0,29500.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1700.0,3,3,3,Unfurnished,34.0,58000.0
"2 BHK Flat for Rent in Attibele, Bangalore",Attibele,Bangalore,858.0,2,2,0,Furnished,26.0,22000.0
2 BHK House for Rent in Old Madras Road Bangalore,Old Madras Road,Bangalore,950.0,2,2,0,Semi-Furnished,16.0,15000.0
"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,600.0,2,2,0,Semi-Furnished,45.0,27000.0
2 BHK House for Rent in Bannerughatta Bangalore,Bannerghatta,Bangalore,1000.0,2,2,0,Semi-Furnished,18.0,18000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1250.0,3,3,0,Semi-Furnished,60.0,75000.0
"2 BHK Flat for Rent in Kodigehalli, Bangalore",Kodigehalli,Bangalore,1175.0,2,2,2,Semi-Furnished,27.0,32000.0
"1 BHK Flat for Rent in Virgonagar Industrial Estate, Bangalore",Virgonagar Industrial Estate,Bangalore,598.0,1,1,0,Semi-Furnished,42.0,25000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1920.0,3,3,2,Semi-Furnished,29.0,55000.0
"2 BHK Flat for Rent in B Narayanapura, Mahadevapura, Bangalore",B Narayanapura,Bangalore,850.0,2,2,0,Semi-Furnished,29.0,25000.0
3 BHK House for Rent in Varthur Bangalore,Varthur,Bangalore,1200.0,3,2,0,Furnished,13.0,16000.0
"1 BHK Flat for Rent in Rajajinagar, Bangalore",Rajaji Nagar,Bangalore,680.0,1,1,0,Unfurnished,22.0,15000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,2390.0,3,3,0,Semi-Furnished,27.0,65000.0
"2 BHK Flat for Rent in Meenakshi Layout Choodasandra, Bangalore",Meenakshi Layout Choodasandra,Bangalore,800.0,2,2,0,Semi-Furnished,20.0,16000.0
"3 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,1500.0,3,2,0,Furnished,27.0,40000.0
"3 BHK Flat for Rent in Bommanahalli, Bangalore",Bommanahalli,Bangalore,1450.0,3,3,2,Semi-Furnished,24.0,35000.0
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bangalore,1392.0,2,2,2,Semi-Furnished,45.0,62000.0
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1000.0,3,2,2,Semi-Furnished,60.0,60000.0
"4 BHK Flat for Rent in Lavelle Road, Bangalore",Lavelle Road,Bangalore,2600.0,4,4,4,Furnished,135.0,350000.0
"3 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bangalore,2215.0,3,3,2,Semi-Furnished,32.0,70000.0
1 BHK House for Rent in Thigalarapalya Hoodi Bangalore,Thigalarapalya,Bangalore,1500.0,1,1,0,Unfurnished,5.0,8000.0
1 BHK House for Rent in Doddaballapur Main Road Bangalore,Doddaballapur Main Road,Bangalore,550.0,1,1,0,Unfurnished,13.0,7000.0
1 BHK House for Rent in CV Raman Nagar Bangalore,C V Raman Nagar,Bangalore,750.0,1,1,0,Semi-Furnished,13.0,9500.0
"1 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,782.0,1,1,0,Semi-Furnished,42.0,33000.0
3 BHK House for Rent in Basaveshwar Nagar Bangalore,Basaveshwar Nagar,Bangalore,1900.0,3,3,2,Semi-Furnished,26.0,50000.0
"2 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,989.0,2,2,2,Semi-Furnished,32.0,32000.0
3 BHK House for Rent in Basaveshwar Nagar Bangalore,Basaveshwar Nagar,Bangalore,1700.0,3,3,0,Unfurnished,35.0,60000.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,927.0,2,2,0,Unfurnished,30.0,28000.0
"3 BHK Flat for Rent in Victoria Layout, Victoria Layout, Victoria Road, Bangalore",Victoria Layout,Bangalore,1726.0,3,3,2,Furnished,58.0,100000.0
2 BHK House for Rent in Kadubeesanahalli Bangalore,Kadubeesanahalli,Bangalore,1200.0,2,2,0,Furnished,21.0,25000.0
"2 BHK Flat for Rent in Jigani, Bangalore",Jigani,Bangalore,939.0,2,2,3,Semi-Furnished,22.0,21000.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1440.0,3,2,2,Semi-Furnished,59.0,85000.0
"3 BHK Flat for Rent in Mahatma Gandhi Nagar, Basaveshvara Nagar, Bangalore",Mahatma Gandhi Nagar,Bangalore,1400.0,3,3,2,Furnished,64.0,90000.0
"3 BHK Flat for Rent in Jayamahal Main Road, Bangalore",Jayamahal Main Road,Bangalore,1700.0,3,3,0,Semi-Furnished,47.0,80000.0
"3 BHK Flat for Rent in Binnamangala Stage 1 Indiranagar, Bangalore",Binnamangala Stage 1 Indiranagar,Bangalore,1800.0,3,3,0,Semi-Furnished,64.0,120000.0
"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1002.0,3,3,0,Semi-Furnished,36.0,36000.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1040.0,2,2,0,Furnished,25.0,25500.0
"3 BHK Flat for Rent in Vignan Nagar, Bangalore",Vignan Nagar,Bangalore,2100.0,3,3,0,Furnished,24.0,50000.0
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,1100.0,3,2,2,Semi-Furnished,27.0,29500.0
"3 BHK Flat for Rent in Battarahalli, Bangalore",Battarahalli,Bangalore,1411.0,3,3,2,Semi-Furnished,39.0,55000.0
"2 BHK Flat for Rent in Rayasandra, Bangalore",Rayasandra,Bangalore,975.0,2,2,0,Furnished,34.0,33000.0
5 BHK Villa for Rent in Bommasandra Bangalore,Bommasandra,Bangalore,4400.0,5,3,0,Semi-Furnished,17.0,75000.0
"2 BHK Flat for Rent in Gummanahalli, Bangalore",Gummanahalli,Bangalore,800.0,2,2,2,Semi-Furnished,40.0,32000.0
2 BHK House for Rent in Mathikere Bangalore,Mathikere,Bangalore,850.0,2,2,0,Furnished,29.0,25000.0
3 BHK House for Rent in Thanisandra Bangalore,Thanisandra,Bangalore,1200.0,3,2,2,Semi-Furnished,25.0,30000.0
"2 BHK Flat for Rent in Sector 11 New Tippasandra, Bangalore",Sector 11 New Thippasandra,Bangalore,1150.0,2,2,3,Semi-Furnished,30.0,35000.0
"3 BHK Flat for Rent in Kogilu, Bangalore",Kogilu,Bangalore,1610.0,3,3,0,Semi-Furnished,30.0,48000.0
3 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bangalore,1800.0,3,4,3,Semi-Furnished,83.0,150000.0
"1 BHK Flat for Rent in Victoria Layout, Victoria Layout, Victoria Road, Bangalore",Victoria Layout,Bangalore,700.0,1,1,0,Semi-Furnished,43.0,30000.0
"3 BHK Flat for Rent in Sarjapura, Bangalore",Sarjapur,Bangalore,1625.0,3,2,2,Unfurnished,40.0,65000.0
"1 BHK Flat for Rent in Chikkajala, Bangalore-Hyderabad Hwy, Bangalore",Chikkajala,Bangalore,600.0,1,1,0,Semi-Furnished,25.0,15000.0
1 BHK House for Rent in Maruti Nagar Devinagar Bangalore,Maruti Nagar,Bangalore,700.0,1,1,0,Semi-Furnished,9.0,6500.0
"1 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,400.0,1,1,0,Semi-Furnished,50.0,20000.0
4 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,2400.0,4,3,0,Semi-Furnished,17.0,40000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1100.0,2,2,0,Semi-Furnished,42.0,46000.0
