house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1850.0,3,3,0,Semi-Furnished,38.0,70000.0
2 BHK House for Rent in Pai Layout Mahadevapura Bangalore,Pai Layout Mahadevapura,Bangalore,1200.0,2,2,2,Unfurnished,42.0,50000.0
"5 BHK Flat for Rent in Marathahalli Village, Marathahalli, Bangalore",Marathahalli village,Bangalore,4800.0,5,6,5,Semi-Furnished,46.0,220000.00000000003
"3 BHK Flat for Rent in Gandhi Bazaar, Bangalore",Gandhi Bazar,Bangalore,1800.0,3,3,2,Unfurnished,35.0,63000.0
"3 BHK Flat for Rent in RK Hegde Nagar, Bangalore",Hegde Nagar,Bangalore,1600.0,3,3,0,Semi-Furnished,38.0,60000.0
1 BHK House for Rent in Whitefield Bangalore,Whitefield,Bangalore,650.0,1,1,0,Semi-Furnished,26.0,17000.0
"3 BHK Flat for Rent in Pulikeshi Nagar, Bangalore",Frazer Town,Bangalore,2920.0,3,3,3,Semi-Furnished,43.0,130000.0
1 BHK House for Rent in Adugodi Bangalore,Adugodi,Bangalore,550.0,1,1,0,Semi-Furnished,16.0,9000.0
1 BHK House for Rent in Michael Palaya Bangalore,Michael Palya,Bangalore,350.0,1,1,0,Semi-Furnished,24.0,8500.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1600.0,3,3,2,Semi-Furnished,44.0,70000.0
5 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,2800.0,5,4,2,Furnished,30.0,85000.0
"2 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,1200.0,2,2,0,Semi-Furnished,29.0,35000.0
3 BHK House for Rent in Haralur Main Road Bangalore,Haralur Main Road,Bangalore,2017.0,3,3,2,Semi-Furnished,35.0,70000.0
"3 BHK Flat for Rent in Rajajinagar, Bangalore",Rajaji Nagar,Bangalore,2275.0,3,3,3,Furnished,110.0,250000.0
2 BHK House for Rent in Brindavan Nagar Mathikere Bangalore,Brindavan Nagar Mathikere,Bangalore,1200.0,2,3,0,Semi-Furnished,25.0,30000.0
"3 BHK Flat for Rent in Kammanahalli, Bangalore",Kammanahalli,Bangalore,1850.0,3,3,2,Semi-Furnished,38.0,70000.0
2 BHK House for Rent in Phase 2 Electronic City Bangalore,Electronic City Phase 2,Bangalore,600.0,2,2,0,Semi-Furnished,14.0,8500.0
3 BHK House for Rent in Bank Colony Konanakunte Bangalore,Bank Colony Konanakunte,Bangalore,1250.0,3,3,2,Semi-Furnished,20.0,25000.0
"2 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bangalore,915.0,2,2,0,Furnished,49.0,45000.0
1 BHK House for Rent in Byatarayanapura New Extension Bangalore,Byatarayanapura New Extension,Bangalore,750.0,1,1,0,Semi-Furnished,13.0,10000.0
4 BHK Villa for Rent in Electronic City Bangalore,Electronic City,Bangalore,4000.0,4,6,3,Semi-Furnished,22.0,90000.0
"3 BHK Flat for Rent in Hbr Layout, Bangalore",HBR Layout,Bangalore,1600.0,3,2,0,Furnished,31.0,50000.0
"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,780.0,2,2,0,Semi-Furnished,38.0,30000.0
"3 BHK Flat for Rent in Block 1st JayaNagar, Bangalore",Block 1st JayaNagar,Bangalore,2000.0,3,4,0,Semi-Furnished,50.0,100000.0
2 BHK House for Rent in Uttarahalli Hobli Bangalore,Uttarahalli,Bangalore,800.0,2,2,0,Unfurnished,20.0,16000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1200.0,3,3,2,Semi-Furnished,50.0,60000.0
1 BHK House for Rent in Hoskote Road Bangalore,Hoskote Road,Bangalore,400.0,1,1,0,Unfurnished,18.0,7000.0
"2 BHK Flat for Rent in Jeevan Bima Nagar, Airport Road, Bangalore",Jeevan Bima Nagar,Bangalore,850.0,2,2,0,Semi-Furnished,41.0,35000.0
2 BHK House for Rent in Mysore Road Bangalore,Mysore Road,Bangalore,1200.0,2,2,0,Unfurnished,5.0,6000.0
"2 BHK Flat for Rent in Balagere, Bangalore",Balagere,Bangalore,900.0,2,2,0,Furnished,58.0,52000.0
1 BHK House for Rent in Bileshivale Bangalore,Bileshivale,Bangalore,750.0,1,1,0,Unfurnished,11.0,8500.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1343.0,3,3,2,Semi-Furnished,54.0,72000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,300.0,1,1,0,Furnished,50.0,15000.0
"2 BHK Flat for Rent in Pai Layout Hulimavu, Bangalore",Pai Layout Hulimavu,Bangalore,1100.0,2,2,0,Semi-Furnished,21.0,23000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1800.0,3,2,0,Semi-Furnished,39.0,70000.0
"2 BHK Flat for Rent in Tavarekere BTM Layout, Bangalore",Tavarekere BTM Layout,Bangalore,750.0,2,2,0,Semi-Furnished,21.0,16000.0
"2 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bangalore,1070.0,2,2,0,Semi-Furnished,32.0,34000.0
"4 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,3000.0,4,4,3,Semi-Furnished,62.0,190000.0
2 BHK House for Rent in Haralur Main Road Bangalore,Haralur Main Road,Bangalore,1050.0,2,2,0,Semi-Furnished,30.0,32000.0
3 BHK House for Rent in Block 4th Jayanagar Bangalore,Block 4th Jayanagar,Bangalore,1800.0,3,2,0,Unfurnished,22.0,40000.0
"2 BHK Villa for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bangalore,900.0,2,1,0,Unfurnished,22.0,20000.0
3 BHK House for Rent in Basavanapura Bangalore,Basavanapura,Bangalore,1600.0,3,2,0,Semi-Furnished,13.0,21000.0
"2 BHK Flat for Rent in Gottigere, Bangalore",Gottigere,Bangalore,1030.0,2,2,2,Semi-Furnished,13.0,13500.0
2 BHK House for Rent in Ejipura Bangalore,Ejipura,Bangalore,1000.0,2,2,0,Semi-Furnished,22.0,22000.0
3 BHK Villa for Rent in Nagegowdanapalya Bangalore,Nagegowdanapalya,Bangalore,2200.0,3,3,0,Semi-Furnished,20.0,45000.0
"3 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bangalore,1250.0,3,2,0,Semi-Furnished,44.0,55000.0
3 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,1650.0,3,3,0,Semi-Furnished,24.0,40000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1023.0,2,2,2,Furnished,44.0,45000.0
"3 BHK Flat for Rent in Kogilu, Bangalore",Kogilu,Bangalore,2000.0,3,4,0,Semi-Furnished,30.0,60000.0
2 BHK House for Rent in Kudlu Gate Bangalore,Kudlu Gate,Bangalore,900.0,2,2,0,Semi-Furnished,20.0,18000.0
"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,986.0,2,2,0,Semi-Furnished,25.0,25000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,3660.0,4,4,0,Semi-Furnished,36.0,130000.0
"3 BHK Flat for Rent in Yeswanthpur, Bangalore",Yeswanthpur,Bangalore,1500.0,3,3,2,Semi-Furnished,33.0,50000.0
2 BHK House for Rent in Bannerghatta Main Road Bangalore,Bannerghatta Road,Bangalore,800.0,2,2,0,Unfurnished,34.0,27000.0
"2 BHK Flat for Rent in Amrutahalli, Bangalore",Amrutahalli,Bangalore,1165.0,2,2,2,Semi-Furnished,26.0,30000.0
5 BHK House for Rent in Chunchanaguppe Bangalore,Chunchanakuppe,Bangalore,3190.0,5,5,3,Unfurnished,11.0,35000.0
"3 BHK Flat for Rent in Tatanagar, Bangalore",Tata Nagar,Bangalore,1400.0,3,3,2,Furnished,25.0,35000.0
"3 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,1250.0,3,2,0,Unfurnished,14.0,18000.0
"4 BHK Flat for Rent in Kadugondanahalli, Kadugondanahalli, Bangalore",Kadugondanahalli,Bangalore,2800.0,4,5,2,Furnished,45.0,130000.0
"4 BHK Flat for Rent in Btm Layout, Bangalore",BTM Layout,Bangalore,4500.0,4,4,3,Furnished,46.0,210000.0
3 BHK House for Rent in Bommasandra Bangalore,Bommasandra,Bangalore,1300.0,3,2,0,Semi-Furnished,31.0,40000.0
"3 BHK Flat for Rent in Kodigehalli, Bangalore",Kodigehalli,Bangalore,1555.0,3,3,3,Semi-Furnished,26.0,40000.0
4 BHK Villa for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bangalore,2900.0,4,4,3,Semi-Furnished,26.0,75000.0
"3 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1700.0,3,3,4,Furnished,28.0,48000.0
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,1700.0,3,3,0,Furnished,53.0,90000.0
2 BHK House for Rent in Green Woods Layout Bangalore,Green Woods layout,Bangalore,1020.0,2,2,0,Semi-Furnished,15.0,15000.0
"1 BHK Flat for Rent in Hoysala Nagar Ramamurthy Nagar, Bangalore",Hoysalanagar,Bangalore,400.0,1,1,0,Furnished,30.0,12000.0
"3 BHK Flat for Rent in Block 7th Jayanagar, Bangalore",Block 7th Jayanagar,Bangalore,1650.0,3,3,0,Unfurnished,30.0,50000.0
1 BHK House for Rent in Thambu Chetty Palya Bangalore,Thambu Chetty Palya,Bangalore,800.0,1,1,0,Semi-Furnished,10.0,8400.0
2 BHK House for Rent in Vidyaranyapura Bangalore,Vidyaranyapura,Bangalore,1100.0,2,1,0,Semi-Furnished,12.0,13000.0
3 BHK House for Rent in Phase 1 Tejaswini Nagar Bangalore,Tejaswini Nagar Phase 1,Bangalore,1500.0,3,2,3,Semi-Furnished,21.0,32000.0
"2 BHK Flat for Rent in Stage 2nd BTM Layout, Bangalore",BTM Layout Stage 2,Bangalore,1150.0,2,2,0,Semi-Furnished,23.0,27000.0
2 BHK House for Rent in Kanaka Nagar Hebbal Bangalore,Kanaka Nagar,Bangalore,1200.0,2,2,0,Semi-Furnished,50.0,60000.0
2 BHK House for Rent in Hesarghatta Road Bangalore,Hesarghatta Road,Bangalore,1000.0,2,1,0,Semi-Furnished,12.0,12000.0
"2 BHK Flat for Rent in Bhoganhalli, Bangalore",Bhoganhalli,Bangalore,1000.0,2,2,0,Semi-Furnished,60.0,60000.0
2 BHK House for Rent in Block 3rd Narayana Nagar Bangalore,Block 3rd Narayana Nagar,Bangalore,1100.0,2,2,0,Semi-Furnished,20.0,22000.0
"1 BHK Flat for Rent in ITPL Main Road, Bangalore",ITPL Main Road,Bangalore,600.0,1,1,0,Semi-Furnished,25.0,15000.0
"5 BHK Flat for Rent in Kattigenahalli, Bellary Road, Bangalore",Kattigenahalli,Bangalore,2860.0,5,5,4,Semi-Furnished,21.0,60000.0
"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,1350.0,3,2,2,Unfurnished,33.0,45000.0
"2 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1260.0,2,2,0,Semi-Furnished,32.0,40000.0
2 BHK House for Rent in Kannuru Bangalore,Kannuru,Bangalore,600.0,2,1,0,Unfurnished,13.0,8000.0
2 BHK House for Rent in Stage 6th Banashankari Bangalore,Banashankari stage 6,Bangalore,1000.0,2,2,0,Unfurnished,12.0,12000.0
"3 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bangalore,1717.0,3,3,0,Semi-Furnished,41.0,70000.0
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1880.0,3,3,2,Unfurnished,35.0,65000.0
"2 BHK Flat for Rent in Thigalarapalya Hoodi, Bangalore",Thigalarapalya,Bangalore,940.0,2,2,2,Semi-Furnished,43.0,40000.0
"5 BHK Flat for Rent in Infantry Road, Bangalore",Infantry Road,Bangalore,2000.0,5,5,2,Semi-Furnished,30.0,60000.0
1 BHK House for Rent in Basapura Bangalore,Basapura,Bangalore,500.0,1,1,0,Unfurnished,11.0,5500.0
"3 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bangalore,1800.0,3,3,3,Semi-Furnished,28.0,50000.0
1 BHK House for Rent in Hebbal Bangalore,Hebbal,Bangalore,800.0,1,1,0,Semi-Furnished,12.0,10000.0
"3 BHK House for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bangalore,1200.0,3,2,0,Semi-Furnished,23.0,28000.0
3 BHK House for Rent in Rainbow Drive Bangalore,Rainbow Drive,Bangalore,1850.0,3,4,2,Semi-Furnished,46.0,85000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1600.0,3,3,2,Semi-Furnished,50.0,80000.0
"2 BHK Flat for Rent in Banaswadi, Bangalore",Banaswadi,Bangalore,1225.0,2,3,3,Semi-Furnished,29.0,35000.0
"3 BHK Flat for Rent in Bommasandra, Bangalore",Bommasandra,Bangalore,1400.0,3,2,3,Furnished,25.0,35000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1144.0,2,2,2,Unfurnished,37.0,42000.0
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bangalore,1600.0,3,3,3,Semi-Furnished,34.0,55000.0
"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1810.0,3,3,2,Unfurnished,36.0,65000.0
"2 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,810.0,2,2,2,Unfurnished,32.0,26000.0
"3 BHK Flat for Rent in Cooke Town, Cooke Town, Bangalore",Cooke Town,Bangalore,1750.0,3,3,0,Semi-Furnished,36.0,63000.0
"3 BHK Flat for Rent in Basaveshwara Hbcs Layout, Vijayanagar, West Of Chord Road, Bangalore",Basaveshwara HBCS Layout,Bangalore,2400.0,3,3,0,Semi-Furnished,15.0,36000.0
"2 BHK Flat for Rent in Begur Road, Bangalore",Begur Road,Bangalore,891.0,2,2,0,Semi-Furnished,46.0,41000.0
2 BHK House for Rent in MC Layout Bangalore,MC Layout,Bangalore,1000.0,2,2,0,Semi-Furnished,24.0,24000.0
"2 BHK Flat for Rent in Gunjur Balagere Road, Bangalore",Gunjur Balagere Road,Bangalore,1100.0,2,2,0,Semi-Furnished,32.0,35000.0
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1760.0,3,3,2,Semi-Furnished,44.0,77000.0
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,1515.0,3,2,2,Semi-Furnished,30.0,45000.0
"1 BHK Flat for Rent in Silicon Town, Bangalore",Silicon Town,Bangalore,600.0,1,1,0,Unfurnished,19.0,11500.0
"2 BHK Flat for Rent in Kasturi Nagar, Bangalore",Kasturi Nagar,Bangalore,1266.0,2,2,0,Furnished,39.0,50000.0
4 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,3000.0,4,4,4,Semi-Furnished,30.0,90000.0
"3 BHK Flat for Rent in Marathahalli Sarjapur Outer Ring Road, Bangalore",Marathahalli Sarjapur Outer Ring Road,Bangalore,2015.0,3,3,3,Semi-Furnished,50.0,100000.0
4 BHK Villa for Rent in Rajanukunte Bangalore,Rajanukunte,Bangalore,4430.0,4,4,3,Unfurnished,68.0,300000.0
"2 BHK Flat for Rent in Yemalur, Bellandur, Bangalore",Yemalur,Bangalore,950.0,2,2,0,Unfurnished,63.0,60000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1315.0,3,3,2,Semi-Furnished,37.0,48000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,670.0,2,2,0,Semi-Furnished,33.0,22000.0
1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bangalore,550.0,1,1,0,Semi-Furnished,20.0,11000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1645.0,3,3,2,Furnished,58.0,95000.0
"5 BHK Flat for Rent in Kumara Park West, Kumara Park West, Bangalore",Kumara park West,Bangalore,4500.0,5,6,3,Semi-Furnished,30.0,140000.0
"3 BHK Flat for Rent in Kalena Agrahara, Bangalore",Kalena Agrahara,Bangalore,1804.0,3,3,2,Semi-Furnished,33.0,60000.0
2 BHK House for Rent in Devappa Layout Bangalore,Devappa Layout,Bangalore,700.0,2,1,0,Semi-Furnished,21.0,15000.0
"3 BHK Flat for Rent in Cox Town, Bangalore",Cox Town,Bangalore,1500.0,3,2,2,Furnished,31.0,47000.0
2 BHK House for Rent in D Group Layout Bangalore,D Group Layout,Bangalore,1100.0,2,2,0,Unfurnished,23.0,25000.0
"3 BHK Flat for Rent in Cleveland Town, Frazer Town, Bangalore",Cleveland Town,Bangalore,2865.0,3,3,3,Semi-Furnished,44.0,130000.0
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bangalore,790.0,2,2,0,Furnished,38.0,30000.0
"3 BHK Flat for Rent in Vidyaranyapura, Bangalore",Vidyaranyapura,Bangalore,1810.0,3,3,2,Semi-Furnished,18.0,33000.0
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bangalore,1904.0,3,3,2,Semi-Furnished,24.0,45000.0
"1 BHK Flat for Rent in Block 4 Koramangala, Bangalore",Koramangala Block 4,Bangalore,1200.0,1,1,0,Semi-Furnished,43.0,52000.0
"2 BHK Flat for Rent in Chowdeshwari Layout Marathahalli Village, Bangalore",Chowdeshwari Layout Marathahalli Village,Bangalore,1010.0,2,2,0,Semi-Furnished,27.0,26895.0
"2 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,971.0,2,2,0,Semi-Furnished,30.0,29000.0
2 BHK House for Rent in Basavanagara Bangalore,Basavanagara,Bangalore,1400.0,2,2,0,Semi-Furnished,14.0,20000.0
"3 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",Electronic City Phase 2,Bangalore,1550.0,3,3,0,Furnished,39.0,60000.0
"1 BHK House for Rent in Kaggadasapura, Indira nagar Bangalore",Kaggadasapura,Bangalore,600.0,1,1,0,Unfurnished,15.0,9000.0
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,2594.0,3,3,0,Furnished,37.0,95000.0
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,1436.0,3,2,0,Furnished,52.0,75000.0
1 BHK House for Rent in Marathahalli Bangalore,Marathahalli,Bangalore,200.0,1,1,0,Semi-Furnished,50.0,10000.0
"2 BHK Flat for Rent in Kadugodi, Bangalore",Kadugodi,Bangalore,1130.0,2,2,0,Semi-Furnished,29.0,33000.0
1 BHK House for Rent in Patteghar Palya Main Road Bangalore,Patteghar Palya Main Road,Bangalore,300.0,1,1,0,Unfurnished,17.0,5000.0
3 BHK House for Rent in Kengeri Bangalore,Kengeri,Bangalore,1000.0,3,2,2,Furnished,23.0,23000.0
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bangalore,1100.0,2,2,0,Unfurnished,35.0,38000.0
1 BHK House for Rent in Rajajinagar Bangalore,Rajaji Nagar,Bangalore,400.0,1,1,0,Unfurnished,21.0,8500.0
"3 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,1905.0,3,3,2,Semi-Furnished,37.0,70000.0
3 BHK Villa for Rent in Maruthi Nagar Yelahanka Bangalore,Maruthi Nagar Yelahanka,Bangalore,2000.0,3,3,0,Unfurnished,100.0,200000.0
"2 BHK Flat for Rent in Chikkalasandra, Bangalore",Chikkalasandra,Bangalore,1090.0,2,2,2,Unfurnished,20.0,22000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,800.0,2,1,0,Semi-Furnished,29.0,23000.0
"2 BHK Flat for Rent in Btm Layout, Bangalore",BTM Layout,Bangalore,1360.0,2,2,0,Unfurnished,19.0,26000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1525.0,3,3,2,Unfurnished,41.0,62000.0
3 BHK House for Rent in Nandini Layout Bangalore,Nandini Layout,Bangalore,1500.0,3,3,0,Unfurnished,19.0,28000.0
"2 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,605.0,2,2,0,Semi-Furnished,58.0,35000.0
"3 BHK Flat for Rent in Phase 1 Electronics City, Bangalore",Electronics City Phase 1,Bangalore,1750.0,3,3,0,Semi-Furnished,29.0,50000.0
"2 BHK Flat for Rent in Veerasandra, Bangalore",Veerasandra,Bangalore,1000.0,2,2,0,Unfurnished,15.0,15000.0
"2 BHK Flat for Rent in Yelahanka Airforce Base, Bangalore",Yelahanka Air Force base,Bangalore,1000.0,2,2,3,Furnished,30.0,30000.0
"2 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1057.0,2,2,0,Unfurnished,21.0,22000.0
"3 BHK Flat for Rent in Bhoganhalli, Bangalore",Bhoganhalli,Bangalore,1800.0,3,3,2,Semi-Furnished,43.0,77000.0
"1 BHK Flat for Rent in Yelahanka New Town, Bangalore",Yelahanka New Town,Bangalore,450.0,1,1,0,Unfurnished,24.0,11000.0
"2 BHK Flat for Rent in Kaikondrahalli, Bangalore",Kaikondrahalli,Bangalore,1250.0,2,2,0,Semi-Furnished,36.0,45000.0
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bangalore,1200.0,2,2,0,Furnished,20.0,24000.0
"2 BHK Flat for Rent in Jigani, Bangalore",Jigani,Bangalore,1343.0,2,2,3,Semi-Furnished,16.0,21000.0
4 BHK Villa for Rent in Chikkagubbi Village Bangalore,Chikkagubbi Village,Bangalore,3695.0,4,4,3,Semi-Furnished,51.0,190000.0
2 BHK House for Rent in Yeswanthpur Bangalore,Yeswanthpur,Bangalore,600.0,2,1,0,Semi-Furnished,20.0,12000.0
"3 BHK Flat for Rent in Gunjur, Bangalore",Gunjur,Bangalore,1375.0,3,2,0,Semi-Furnished,33.0,45000.0
"2 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1185.0,2,2,0,Unfurnished,30.0,35000.0
1 BHK House for Rent in A Block AECS Layout Bangalore,AECS Layout Block A,Bangalore,1000.0,1,1,0,Semi-Furnished,24.0,24000.0
"3 BHK Flat for Rent in Battarahalli, Bangalore",Battarahalli,Bangalore,1864.0,3,3,0,Furnished,32.0,60000.0
4 BHK Villa for Rent in Indiranagar Bangalore,Indira Nagar,Bangalore,4500.0,4,4,0,Semi-Furnished,39.0,180000.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,800.0,2,2,0,Unfurnished,22.0,18000.0
"2 BHK Flat for Rent in Stage 3rd Banashankari, Bangalore",Banashankari Stage 3,Bangalore,1200.0,2,2,2,Unfurnished,25.0,30000.0
"3 BHK Flat for Rent in Kengeri Main Road, Bangalore",Kengeri Main Road,Bangalore,1250.0,3,3,3,Furnished,20.0,25000.0
"2 BHK Flat for Rent in RT Nagar, Bangalore",RT Nagar,Bangalore,900.0,2,2,2,Semi-Furnished,28.0,25000.0
"2 BHK Flat for Rent in Doopanahalli, Indira nagar, Bangalore",Doopanahalli,Bangalore,1150.0,2,2,2,Semi-Furnished,37.0,43000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,3741.0,3,4,0,Unfurnished,79.0,300000.0
"4 BHK Villa for Rent in Ecc Road, Whitefield Bangalore",ECC Road,Bangalore,4000.0,4,5,3,Semi-Furnished,50.0,200000.0
"3 BHK Flat for Rent in Puttanahalli, Bangalore",Puttanahalli,Bangalore,1350.0,3,3,2,Semi-Furnished,28.0,38000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1050.0,3,3,2,Furnished,48.0,50000.0
1 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bangalore,200.0,1,1,0,Semi-Furnished,50.0,10000.0
"4 BHK Flat for Rent in Stage 2nd Rajajinagar, Bangalore",Rajajinagar Stage 2,Bangalore,2200.0,4,5,3,Semi-Furnished,102.0,230000.0
"2 BHK Flat for Rent in Kadugodi, Bangalore",Kadugodi,Bangalore,1095.0,2,2,2,Semi-Furnished,23.0,25000.0
"3 BHK Flat for Rent in Halasuru, Bangalore",Halasuru,Bangalore,1455.0,3,3,2,Semi-Furnished,86.0,130000.0
"2 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1270.0,2,2,2,Semi-Furnished,28.0,35000.0
"2 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,675.0,2,2,2,Semi-Furnished,39.0,26000.0
1 BHK House for Rent in Vagdevi Layout Bangalore,Vagdevi Layout,Bangalore,420.0,1,1,0,Semi-Furnished,43.0,18000.0
"2 BHK Flat for Rent in Wilson Garden, Bangalore",Wilson Garden,Bangalore,1200.0,2,2,0,Unfurnished,41.0,49000.0
"3 BHK Flat for Rent in Bilekahalli, Bangalore",Bilekahalli,Bangalore,1100.0,3,2,0,Semi-Furnished,45.0,50000.0
4 BHK Villa for Rent in Kodichikknahalli Seenappa Layout Bommanahalli Bangalore,Kodichikknahalli,Bangalore,3100.0,4,4,0,Furnished,26.0,80000.0
"3 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bangalore,1150.0,3,3,2,Semi-Furnished,39.0,45000.0
"3 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,2750.0,3,3,3,Unfurnished,36.0,100000.0
"2 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,900.0,2,2,0,Semi-Furnished,33.0,30000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1253.0,3,2,0,Furnished,52.0,65000.0
4 BHK Villa for Rent in Nandi Hills Bangalore,Nandi Hills,Bangalore,7900.0,4,5,2,Furnished,61.0,480000.0
"1 BHK House for Rent in Anjanadri Layout, Konanakunte Bangalore",Anjanadri Layout,Bangalore,350.0,1,1,0,Semi-Furnished,29.0,10000.0
"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,627.0,2,2,3,Semi-Furnished,56.0,35000.0
2 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,Bangalore,800.0,2,2,0,Semi-Furnished,26.0,21000.0
"1 BHK Flat for Rent in Vasanth Nagar, Bangalore",Vasanth Nagar,Bangalore,400.0,1,1,0,Unfurnished,39.0,15500.0
3 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bangalore,1750.0,3,3,0,Semi-Furnished,18.0,32000.0
"1 BHK Flat for Rent in Papareddipalya, Bangalore",Papareddipalya,Bangalore,600.0,1,1,0,Unfurnished,12.0,7500.0
